sale_date,product_id,customer_id,quantity,promo_flag
2024-01-01,129,8,292,0
2024-01-01,129,9,770,1
2024-01-01,129,10,482,0
2024-01-01,129,11,413,0
2024-01-01,129,12,366,0
2024-01-01,129,13,183,0
2024-01-01,129,14,290,0
2024-01-01,129,15,254,0
2024-01-01,130,1,671,0
2024-01-01,130,2,312,0
2024-01-01,130,3,431,0
2024-01-01,130,4,442,0
2024-01-01,130,5,236,0
2024-01-01,130,6,293,0
2024-01-01,130,7,252,0
2024-01-01,130,8,379,1
2024-01-01,130,9,705,1
2024-01-01,130,10,557,1
2024-01-01,130,11,452,0
2024-01-01,130,12,380,0
2024-01-01,130,13,188,0
2024-01-01,130,14,306,0
2024-01-01,130,15,236,0
2024-01-01,132,1,601,0
2024-01-01,132,2,310,0
2024-01-01,132,3,410,0
2024-01-01,132,4,429,0
2024-01-01,132,5,229,0
2024-01-01,132,6,294,0
2024-01-01,132,8,282,0
2024-01-01,132,9,600,0
2024-01-01,132,10,446,0
2024-01-01,132,11,489,0
2024-01-01,132,12,383,0
2024-01-01,132,13,185,0
2024-01-01,132,14,332,0
2024-01-01,132,15,275,0
2024-01-01,133,1,696,0
2024-01-01,133,2,353,0
2024-01-01,133,3,471,0
2024-01-01,133,4,452,0
2024-01-01,133,5,289,0
2024-01-01,133,6,287,0
2024-01-01,133,7,254,0
2024-01-01,133,8,365,0
2024-01-01,133,9,571,0
2024-01-01,133,10,518,0
2024-01-01,133,11,474,0
2024-01-01,133,12,430,0
2024-01-01,133,13,215,0
2024-01-01,133,14,402,0
2024-01-01,133,15,284,0
2024-01-01,134,1,789,0
2024-01-01,134,2,349,0
2024-01-01,134,3,515,0
2024-01-01,134,4,545,0
2024-01-01,134,5,288,0
2024-01-01,134,6,296,0
2024-01-01,134,7,260,0
2024-01-01,134,8,300,0
2024-01-01,134,10,556,0
2024-01-01,134,11,776,1
2024-01-01,134,12,389,0
2024-01-01,134,13,227,0
2024-01-01,134,14,358,0
2024-01-01,135,2,386,0
2024-01-01,135,3,428,0
2024-01-01,135,4,448,0
2024-01-01,135,5,268,0
2024-01-01,135,6,330,0
2024-01-01,135,8,309,0
2024-01-01,135,9,583,0
2024-01-01,135,10,448,0
2024-01-01,135,11,678,1
2024-01-01,135,12,415,0
2024-01-01,135,13,241,0
2024-01-01,135,14,492,1
2024-01-01,135,15,319,0
2024-01-01,136,1,632,0
2024-01-01,136,2,352,0
2024-01-01,136,3,495,0
2024-01-01,136,4,450,0
2024-01-01,136,5,258,0
2024-01-01,136,7,401,1
2024-01-01,136,8,318,0
2024-01-01,136,9,600,0
2024-01-01,136,10,477,0
2024-01-01,136,11,546,0
2024-01-01,136,12,415,0
2024-01-01,136,13,216,0
2024-01-01,136,14,389,0
2024-01-01,136,15,443,1
2024-01-01,137,1,638,0
2024-01-01,137,2,391,0
2024-01-01,137,3,456,0
2024-01-01,137,5,304,0
2024-01-01,137,6,358,0
2024-01-01,137,8,363,0
2024-01-01,137,9,568,0
2024-01-01,137,10,442,0
2024-01-01,137,12,414,0
2024-01-01,137,13,226,0
2024-01-01,137,14,386,0
2024-01-01,137,15,292,0
2024-01-01,138,1,644,0
2024-01-01,138,2,372,0
2024-01-01,138,3,445,0
2024-01-01,138,4,477,0
2024-01-01,138,5,247,0
2024-01-01,138,6,354,0
2024-01-01,138,7,418,1
2024-01-01,138,8,303,0
2024-01-01,138,9,674,0
2024-01-01,138,10,514,0
2024-01-01,138,11,454,0
2024-01-01,138,12,456,0
2024-01-01,138,14,389,0
2024-01-01,138,15,270,0
2024-01-01,140,1,747,0
2024-01-01,140,2,412,0
2024-01-01,140,4,497,0
2024-01-01,140,5,296,0
2024-01-01,140,6,298,0
2024-01-01,140,7,306,0
2024-01-01,140,9,571,0
2024-01-01,140,10,479,0
2024-01-01,140,11,541,0
2024-01-01,140,12,431,0
2024-01-01,140,13,218,0
2024-01-01,140,14,401,0
2024-01-01,140,15,316,0
2024-02-01,101,1,1385,0
2024-02-01,101,2,945,1
2024-02-01,101,3,967,0
2024-02-01,101,4,967,0
2024-02-01,101,5,579,0
2024-02-01,101,6,649,0
2024-02-01,101,7,666,1
2024-02-01,101,8,667,0
2024-02-01,101,9,1262,0
2024-02-01,101,10,872,0
2024-02-01,101,11,919,0
2024-02-01,101,12,770,0
2024-02-01,101,13,405,0
2024-02-01,101,14,759,0
2024-02-01,101,15,587,0
2024-02-01,102,1,1364,0
2024-02-01,102,2,692,0
2024-02-01,102,4,1076,0
2024-02-01,102,5,465,0
2024-02-01,102,6,644,0
2024-02-01,102,7,580,0
2024-02-01,102,8,686,0
2024-02-01,102,9,1166,0
2024-02-01,102,10,969,0
2024-02-01,102,12,776,0
2024-02-01,102,13,378,0
2024-02-01,102,14,747,0
2024-02-01,102,15,612,0
2024-02-01,103,1,1364,0
2024-02-01,103,3,903,0
2024-02-01,103,4,971,0
2024-02-01,103,5,479,0
2024-02-01,103,6,591,0
2024-02-01,103,7,539,0
2024-02-01,103,8,700,0
2024-02-01,103,9,1332,0
2024-02-01,103,10,1008,0
2024-02-01,103,11,1437,1
2024-02-01,103,12,835,0
2024-02-01,103,13,383,0
2024-02-01,103,14,755,0
2024-02-01,103,15,512,0
2024-02-01,104,1,1207,0
2024-02-01,104,2,759,0
2024-02-01,104,3,1000,0
2024-02-01,104,4,866,0
2024-02-01,104,5,500,0
2024-02-01,104,6,593,0
2024-02-01,104,7,515,0
2024-02-01,104,8,685,0
2024-02-01,104,9,1226,0
2024-02-01,104,10,970,0
2024-02-01,104,11,914,0
2024-02-01,104,12,860,0
2024-02-01,104,13,460,0
2024-02-01,104,14,635,0
2024-02-01,104,15,643,0
2024-02-01,105,1,1464,0
2024-02-01,105,2,763,0
2024-02-01,105,3,855,0
2024-02-01,105,4,976,0
2024-02-01,105,5,476,0
2024-02-01,105,6,583,0
2024-02-01,105,7,553,0
2024-02-01,105,9,1080,0
2024-02-01,105,10,1435,1
2024-02-01,105,11,1048,0
2024-02-01,105,12,911,0
2024-02-01,105,13,457,0
2024-02-01,105,14,704,0
2024-02-01,105,15,634,0
2024-02-01,106,1,1258,0
2024-02-01,106,2,708,0
2024-02-01,106,3,1009,0
2024-02-01,106,4,853,0
2024-02-01,106,5,582,0
2024-02-01,106,6,627,0
2024-02-01,106,7,580,0
2024-02-01,106,8,590,0
2024-02-01,106,9,1125,0
2024-02-01,106,10,1023,0
2024-02-01,106,11,886,0
2024-02-01,106,12,884,0
2024-02-01,106,13,532,1
2024-02-01,106,14,656,0
2024-02-01,106,15,612,0
2024-02-01,108,1,1437,0
2024-02-01,108,3,813,0
2024-02-01,108,4,945,0
2024-02-01,108,5,547,0
2024-02-01,108,6,683,0
2024-02-01,108,7,499,0
2024-02-01,108,8,689,0
2024-02-01,108,9,1209,0
2024-02-01,108,10,994,0
2024-02-01,108,11,1020,0
2024-02-01,108,12,1152,1
2024-02-01,108,14,950,1
2024-02-01,108,15,553,0
2024-02-01,109,1,1849,1
2024-02-01,109,2,568,0
2024-02-01,109,3,656,0
2024-02-01,109,5,401,0
2024-02-01,109,6,480,0
2024-02-01,109,7,654,1
2024-02-01,109,8,425,0
2024-02-01,109,9,1756,1
2024-02-01,109,10,722,0
2024-02-01,109,11,681,0
2024-02-01,109,12,580,0
2024-02-01,109,13,306,0
2024-02-01,109,14,470,0
2024-02-01,109,15,444,0
2024-02-01,110,1,1665,1
2024-02-01,110,2,533,0
2024-02-01,110,3,1173,1
2024-02-01,110,4,640,0
2024-02-01,110,5,405,0
2024-02-01,110,6,746,1
2024-02-01,110,8,423,0
2024-02-01,110,9,816,0
2024-02-01,110,10,623,0
2024-02-01,110,11,754,0
2024-02-01,110,12,612,0
2024-02-01,110,13,289,0
2024-02-01,110,14,475,0
2024-02-01,110,15,955,1
2024-02-01,111,1,978,0
2024-02-01,111,2,585,0
2024-02-01,111,3,634,0
2024-02-01,111,4,1409,1
2024-02-01,111,5,362,0
2024-02-01,111,6,498,0
2024-02-01,111,7,396,0
2024-02-01,111,8,894,1
2024-02-01,111,9,786,0
2024-02-01,111,10,1340,1
2024-02-01,111,11,649,0
2024-02-01,111,12,606,0
2024-02-01,111,13,291,0
2024-02-01,111,14,1175,1
2024-02-01,111,15,418,0
2024-02-01,112,1,925,0
2024-02-01,112,2,564,0
2024-02-01,112,3,640,0
2024-02-01,112,4,705,0
2024-02-01,112,5,378,0
2024-02-01,112,6,439,0
2024-02-01,112,7,364,0
2024-02-01,112,8,1004,1
2024-02-01,112,9,1579,1
2024-02-01,112,10,723,0
2024-02-01,112,11,1588,1
2024-02-01,112,12,550,0
2024-02-01,112,13,606,1
2024-02-01,112,14,526,0
2024-02-01,113,2,551,0
2024-02-01,113,3,717,0
2024-02-01,113,4,622,0
2024-02-01,113,5,391,0
2024-02-01,113,6,451,0
2024-02-01,113,7,670,1
2024-02-01,113,8,877,1
2024-02-01,113,9,935,0
2024-02-01,113,10,1139,1
2024-02-01,113,11,754,0
2024-02-01,113,12,580,0
2024-02-01,113,13,339,0
2024-02-01,113,14,552,0
2024-02-01,113,15,447,0
2024-02-01,114,1,1008,0
2024-02-01,114,4,694,0
2024-02-01,114,5,413,0
2024-02-01,114,6,403,0
2024-02-01,114,7,427,0
2024-02-01,114,8,929,1
2024-02-01,114,9,774,0
2024-02-01,114,10,775,0
2024-02-01,114,11,737,0
2024-02-01,114,12,1013,1
2024-02-01,114,13,332,0
2024-02-01,114,14,465,0
2024-02-01,114,15,421,0
2024-02-01,116,1,2048,1
2024-02-01,116,2,587,0
2024-02-01,116,3,588,0
2024-02-01,116,4,704,0
2024-02-01,116,5,374,0
2024-02-01,116,6,408,0
2024-02-01,116,7,410,0
2024-02-01,116,8,979,1
2024-02-01,116,9,789,0
2024-02-01,116,11,662,0
2024-02-01,116,12,1155,1
2024-02-01,116,13,513,1
2024-02-01,116,14,495,0
2024-02-01,116,15,379,0
2024-02-01,117,1,769,0
2024-02-01,117,2,357,0
2024-02-01,117,3,459,0
2024-02-01,117,5,263,0
2024-02-01,117,7,279,0
2024-02-01,117,8,298,0
2024-02-01,117,9,580,0
2024-02-01,117,10,464,0
2024-02-01,117,11,528,0
2024-02-01,117,12,397,0
2024-02-01,117,13,201,0
2024-02-01,117,14,335,0
2024-02-01,117,15,297,0
2024-02-01,118,1,743,0
2024-02-01,118,2,373,0
2024-02-01,118,3,480,0
2024-02-01,118,4,485,0
2024-02-01,118,5,251,0
2024-02-01,118,6,336,0
2024-02-01,118,7,279,0
2024-02-01,118,8,346,0
2024-02-01,118,9,871,1
2024-02-01,118,10,533,0
2024-02-01,118,11,520,0
2024-02-01,118,12,418,0
2024-02-01,118,13,307,1
2024-02-01,118,14,314,0
2024-02-01,118,15,285,0
2024-02-01,119,1,679,0
2024-02-01,119,3,462,0
2024-02-01,119,4,483,0
2024-02-01,119,5,269,0
2024-02-01,119,6,278,0
2024-02-01,119,7,301,0
2024-02-01,119,8,301,0
2024-02-01,119,9,562,0
2024-02-01,119,10,477,0
2024-02-01,119,11,463,0
2024-02-01,119,12,449,0
2024-02-01,119,13,194,0
2024-02-01,119,14,326,0
2024-02-01,119,15,324,0
2024-02-01,120,1,638,0
2024-02-01,120,2,326,0
2024-02-01,120,3,470,0
2024-02-01,120,4,455,0
2024-02-01,120,5,236,0
2024-02-01,120,6,291,0
2024-02-01,120,7,255,0
2024-02-01,120,8,340,0
2024-02-01,120,9,617,0
2024-02-01,120,10,497,0
2024-02-01,120,11,463,0
2024-02-01,120,12,481,1
2024-02-01,120,13,220,0
2024-02-01,120,14,322,0
2024-02-01,120,15,301,0
2024-02-01,121,1,773,0
2024-02-01,121,2,335,0
2024-02-01,121,3,410,0
2024-02-01,121,4,672,1
2024-02-01,121,5,264,0
2024-02-01,121,6,340,0
2024-02-01,121,7,361,1
2024-02-01,121,8,332,0
2024-02-01,121,9,640,0
2024-02-01,121,10,439,0
2024-02-01,121,11,524,0
2024-02-01,121,12,369,0
2024-02-01,121,13,235,0
2024-02-01,121,14,374,0
2024-02-01,121,15,288,0
2024-02-01,122,1,680,0
2024-02-01,122,2,344,0
2024-02-01,122,3,443,0
2024-02-01,122,4,450,0
2024-02-01,122,5,245,0
2024-02-01,122,7,273,0
2024-02-01,122,8,312,0
2024-02-01,122,9,675,0
2024-02-01,122,10,746,1
2024-02-01,122,11,529,0
2024-02-01,122,12,390,0
2024-02-01,122,13,224,0
2024-02-01,122,14,360,0
2024-02-01,122,15,288,0
2024-02-01,124,1,623,0
2024-02-01,124,2,406,0
2024-02-01,124,3,441,0
2024-02-01,124,5,278,0
2024-02-01,124,6,303,0
2024-02-01,124,8,323,0
2024-02-01,124,9,652,0
2024-02-01,124,10,491,0
2024-02-01,124,11,507,0
2024-02-01,124,13,209,0
2024-02-01,124,14,348,0
2024-02-01,125,1,604,0
2024-02-01,125,2,282,0
2024-02-01,125,3,399,0
2024-02-01,125,4,449,0
2024-02-01,125,5,211,0
2024-02-01,125,6,273,0
2024-02-01,125,7,278,1
2024-02-01,125,8,243,0
2024-02-01,125,9,565,0
2024-02-01,125,10,363,0
2024-02-01,125,11,368,0
2024-02-01,125,12,317,0
2024-02-01,125,13,161,0
2024-02-01,125,14,298,0
2024-02-01,126,1,609,0
2024-02-01,126,2,301,0
2024-02-01,126,3,347,0
2024-02-01,126,4,419,0
2024-02-01,126,5,211,0
2024-02-01,126,6,237,0
2024-02-01,126,7,233,0
2024-02-01,126,8,298,0
2024-02-01,126,9,508,0
2024-02-01,126,10,385,0
2024-02-01,126,12,347,0
2024-02-01,126,13,180,0
2024-02-01,126,14,330,0
2024-02-01,126,15,265,0
2024-02-01,127,1,603,0
2024-02-01,127,2,327,0
2024-02-01,127,5,298,1
2024-02-01,127,6,263,0
2024-02-01,127,7,204,0
2024-02-01,127,8,261,0
2024-02-01,127,9,470,0
2024-02-01,127,10,394,0
2024-02-01,127,11,425,0
2024-02-01,127,13,191,0
2024-02-01,127,15,241,0
2024-02-01,128,1,611,0
2024-02-01,128,2,323,0
2024-02-01,128,3,427,0
2024-02-01,128,4,431,0
2024-02-01,128,5,236,0
2024-02-01,128,6,280,0
2024-02-01,128,8,247,0
2024-02-01,128,9,455,0
2024-02-01,128,10,405,0
2024-02-01,128,11,383,0
2024-02-01,128,12,366,0
2024-02-01,128,13,157,0
2024-02-01,128,14,294,0
2024-02-01,128,15,269,0
2024-02-01,129,1,635,0
2024-02-01,129,2,294,0
2024-02-01,129,3,364,0
2024-02-01,129,5,242,0
2024-02-01,129,6,293,0
2024-02-01,129,7,289,1
2024-02-01,129,8,279,0
2024-02-01,129,10,386,0
2024-02-01,129,11,416,0
2024-02-01,129,12,322,0
2024-02-01,129,13,165,0
2024-02-01,129,15,235,0
2024-02-01,130,1,640,0
2024-02-01,130,3,406,0
2024-02-01,130,4,384,0
2024-02-01,130,5,336,1
2024-02-01,130,6,288,0
2024-02-01,130,7,220,0
2024-02-01,130,8,319,1
2024-02-01,130,9,679,1
2024-02-01,130,10,382,0
2024-02-01,130,11,427,0
2024-02-01,130,12,328,0
2024-02-01,130,14,302,0
2024-02-01,130,15,242,0
2024-02-01,132,1,642,0
2024-02-01,132,2,290,0
2024-02-01,132,3,402,0
2024-02-01,132,4,365,0
2024-02-01,132,5,199,0
2024-02-01,132,6,264,0
2024-02-01,132,7,253,0
2024-02-01,132,9,536,0
2024-02-01,132,10,435,0
2024-02-01,132,11,643,1
2024-02-01,132,12,337,0
2024-02-01,132,13,180,0
2024-02-01,132,14,262,0
2024-02-01,133,1,646,0
2024-02-01,133,2,362,0
2024-02-01,133,4,512,0
2024-02-01,133,5,241,0
2024-02-01,133,6,301,0
2024-02-01,133,7,304,0
2024-02-01,133,9,591,0
2024-02-01,133,10,445,0
2024-02-01,133,11,464,0
2024-02-01,133,12,440,0
2024-02-01,133,13,242,0
2024-02-01,133,14,367,0
2024-02-01,133,15,300,0
2024-02-01,134,1,679,0
2024-02-01,134,2,403,0
2024-02-01,134,4,535,0
2024-02-01,134,5,245,0
2024-02-01,134,6,347,0
2024-02-01,134,7,376,1
2024-02-01,134,8,326,0
2024-02-01,134,9,573,0
2024-02-01,134,10,521,0
2024-02-01,134,11,769,1
2024-02-01,134,12,394,0
2024-02-01,134,13,216,0
2024-02-01,134,14,327,0
2024-02-01,134,15,302,0
2024-02-01,135,2,344,0
2024-02-01,135,3,511,0
2024-02-01,135,4,757,1
2024-02-01,135,5,295,0
2024-02-01,135,6,357,0
2024-02-01,135,7,265,0
2024-02-01,135,8,375,0
2024-02-01,135,9,643,0
2024-02-01,135,10,520,0
2024-02-01,135,11,467,0
2024-02-01,135,12,406,0
2024-02-01,135,13,228,0
2024-02-01,135,14,354,0
2024-02-01,135,15,266,0
2024-02-01,136,1,789,0
2024-02-01,136,2,417,0
2024-02-01,136,3,443,0
2024-02-01,136,4,550,0
2024-02-01,136,5,280,0
2024-02-01,136,6,305,0
2024-02-01,136,7,328,1
2024-02-01,136,9,691,0
2024-02-01,136,10,483,0
2024-02-01,136,11,497,0
2024-02-01,136,12,445,0
2024-02-01,136,13,292,1
2024-02-01,136,14,326,0
2024-02-01,136,15,316,0
2024-02-01,137,1,640,0
2024-02-01,137,2,376,0
