forecast_month,product_id,customer_id,forecast_quantity,forecast_version
2025-01-01,120,14,343,Current
2025-01-01,120,15,292,Current
2025-01-01,121,1,688,Current
2025-01-01,121,2,476,Current
2025-01-01,121,3,463,Current
2025-01-01,121,4,582,Current
2025-01-01,121,5,366,Current
2025-01-01,121,6,325,Current
2025-01-01,121,7,267,Current
2025-01-01,121,8,363,Current
2025-01-01,121,9,707,Current
2025-01-01,121,10,596,Current
2025-01-01,121,11,482,Current
2025-01-01,121,12,449,Current
2025-01-01,121,13,282,Current
2025-01-01,121,14,513,Current
2025-01-01,121,15,292,Current
2025-01-01,122,1,737,Current
2025-01-01,122,2,411,Current
2025-01-01,122,3,531,Current
2025-01-01,122,4,601,Current
2025-01-01,122,5,291,Current
2025-01-01,122,6,416,Current
2025-01-01,122,7,338,Current
2025-01-01,122,8,401,Current
2025-01-01,122,9,760,Current
2025-01-01,122,10,620,Current
2025-01-01,122,11,573,Current
2025-01-01,122,12,537,Current
2025-01-01,122,13,302,Current
2025-01-01,122,14,410,Current
2025-01-01,122,15,325,Current
2025-01-01,124,1,724,Current
2025-01-01,124,2,423,Current
2025-01-01,124,3,475,Current
2025-01-01,124,4,573,Current
2025-01-01,124,5,317,Current
2025-01-01,124,6,381,Current
2025-01-01,124,7,258,Current
2025-01-01,124,8,347,Current
2025-01-01,124,9,659,Current
2025-01-01,124,10,436,Current
2025-01-01,124,11,523,Current
2025-01-01,124,12,451,Current
2025-01-01,124,13,242,Current
2025-01-01,124,14,373,Current
2025-01-01,124,15,363,Current
2025-01-01,125,1,536,Current
2025-01-01,125,2,294,Current
2025-01-01,125,3,444,Current
2025-01-01,125,4,499,Current
2025-01-01,125,5,200,Current
2025-01-01,125,6,328,Current
2025-01-01,125,7,248,Current
2025-01-01,125,8,266,Current
2025-01-01,125,9,543,Current
2025-01-01,125,10,408,Current
2025-01-01,125,11,419,Current
2025-01-01,125,12,330,Current
2025-01-01,125,13,172,Current
2025-01-01,125,14,230,Current
2025-01-01,125,15,246,Current
2025-01-01,126,1,655,Current
2025-01-01,126,2,336,Current
2025-01-01,126,3,419,Current
2025-01-01,126,4,395,Current
2025-01-01,126,5,210,Current
2025-01-01,126,6,236,Current
2025-01-01,126,7,223,Current
2025-01-01,126,8,308,Current
2025-01-01,126,9,635,Current
2025-01-01,126,10,497,Current
2025-01-01,126,11,440,Current
2025-01-01,126,12,350,Current
2025-01-01,126,13,176,Current
2025-01-01,126,14,271,Current
2025-01-01,126,15,266,Current
2025-01-01,127,1,801,Current
2025-01-01,127,2,372,Current
2025-01-01,127,3,416,Current
2025-01-01,127,4,535,Current
2025-01-01,127,5,238,Current
2025-01-01,127,6,271,Current
2025-01-01,127,7,213,Current
2025-01-01,127,8,366,Current
2025-01-01,127,9,492,Current
2025-01-01,127,10,416,Current
2025-01-01,127,11,421,Current
2025-01-01,127,12,360,Current
2025-01-01,127,13,190,Current
2025-01-01,127,14,357,Current
2025-01-01,127,15,277,Current
2025-01-01,128,1,664,Current
2025-01-01,128,2,234,Current
2025-01-01,128,3,434,Current
2025-01-01,128,4,423,Current
2025-01-01,128,5,353,Current
2025-01-01,128,6,344,Current
2025-01-01,128,7,193,Current
2025-01-01,128,8,315,Current
2025-01-01,128,9,548,Current
2025-01-01,128,10,438,Current
2025-01-01,128,11,449,Current
2025-01-01,128,12,492,Current
2025-01-01,128,13,219,Current
2025-01-01,128,14,319,Current
2025-01-01,128,15,288,Current
2025-01-01,129,1,696,Current
2025-01-01,129,2,242,Current
2025-01-01,129,3,520,Current
2025-01-01,129,4,447,Current
2025-01-01,129,5,262,Current
2025-01-01,129,6,516,Current
2025-01-01,129,7,296,Current
2025-01-01,129,8,292,Current
2025-01-01,129,9,966,Current
2025-01-01,129,10,416,Current
2025-01-01,129,11,425,Current
2025-01-01,129,12,454,Current
2025-01-01,129,13,176,Current
2025-01-01,129,14,353,Current
2025-01-01,129,15,293,Current
2025-01-01,130,1,770,Current
2025-01-01,130,2,325,Current
2025-01-01,130,3,412,Current
2025-01-01,130,4,389,Current
2025-01-01,130,5,389,Current
2025-01-01,130,6,327,Current
2025-01-01,130,7,242,Current
2025-01-01,130,8,377,Current
2025-01-01,130,9,538,Current
2025-01-01,130,10,429,Current
2025-01-01,130,11,518,Current
2025-01-01,130,12,402,Current
2025-01-01,130,13,216,Current
2025-01-01,130,14,301,Current
2025-01-01,130,15,266,Current
2025-01-01,132,1,776,Current
2025-01-01,132,2,354,Current
2025-01-01,132,3,559,Current
2025-01-01,132,4,488,Current
2025-01-01,132,5,239,Current
2025-01-01,132,6,398,Current
2025-01-01,132,7,277,Current
2025-01-01,132,8,310,Current
2025-01-01,132,9,674,Current
2025-01-01,132,10,607,Current
2025-01-01,132,11,551,Current
2025-01-01,132,12,469,Current
2025-01-01,132,13,190,Current
2025-01-01,132,14,348,Current
2025-01-01,132,15,474,Current
2025-01-01,133,1,759,Current
2025-01-01,133,2,374,Current
2025-01-01,133,3,536,Current
2025-01-01,133,4,520,Current
2025-01-01,133,5,254,Current
2025-01-01,133,6,336,Current
2025-01-01,133,7,260,Current
2025-01-01,133,8,358,Current
2025-01-01,133,9,570,Current
2025-01-01,133,10,555,Current
2025-01-01,133,11,537,Current
2025-01-01,133,12,405,Current
2025-01-01,133,13,188,Current
2025-01-01,133,14,355,Current
2025-01-01,133,15,347,Current
2025-01-01,134,1,654,Current
2025-01-01,134,2,289,Current
2025-01-01,134,3,850,Current
2025-01-01,134,4,425,Current
2025-01-01,134,5,292,Current
2025-01-01,134,6,457,Current
2025-01-01,134,7,328,Current
2025-01-01,134,8,326,Current
2025-01-01,134,9,705,Current
2025-01-01,134,10,574,Current
2025-01-01,134,11,476,Current
2025-01-01,134,12,395,Current
2025-01-01,134,13,324,Current
2025-01-01,134,14,366,Current
2025-01-01,134,15,245,Current
2025-01-01,135,1,657,Current
2025-01-01,135,2,290,Current
2025-01-01,135,3,419,Current
2025-01-01,135,4,425,Current
2025-01-01,135,5,245,Current
2025-01-01,135,6,331,Current
2025-01-01,135,7,240,Current
2025-01-01,135,8,330,Current
2025-01-01,135,9,505,Current
2025-01-01,135,10,485,Current
2025-01-01,135,11,401,Current
2025-01-01,135,12,333,Current
2025-01-01,135,13,241,Current
2025-01-01,135,14,417,Current
2025-01-01,135,15,277,Current
2025-01-01,136,1,709,Current
2025-01-01,136,2,290,Current
2025-01-01,136,3,441,Current
2025-01-01,136,4,434,Current
2025-01-01,136,5,280,Current
2025-01-01,136,6,433,Current
2025-01-01,136,7,221,Current
2025-01-01,136,8,329,Current
2025-01-01,136,9,635,Current
2025-01-01,136,10,371,Current
2025-01-01,136,11,417,Current
2025-01-01,136,12,406,Current
2025-01-01,136,13,163,Current
2025-01-01,136,14,390,Current
2025-01-01,136,15,519,Current
2025-01-01,137,1,676,Current
2025-01-01,137,2,382,Current
2025-01-01,137,3,472,Current
2025-01-01,137,4,523,Current
2025-01-01,137,5,243,Current
2025-01-01,137,6,383,Current
2025-01-01,137,7,283,Current
2025-01-01,137,8,338,Current
2025-01-01,137,9,536,Current
2025-01-01,137,10,470,Current
2025-01-01,137,11,505,Current
2025-01-01,137,12,374,Current
2025-01-01,137,13,266,Current
2025-01-01,137,14,357,Current
2025-01-01,137,15,319,Current
2025-01-01,138,1,798,Current
2025-01-01,138,2,392,Current
2025-01-01,138,3,581,Current
2025-01-01,138,4,637,Current
2025-01-01,138,5,266,Current
2025-01-01,138,6,316,Current
2025-01-01,138,7,278,Current
2025-01-01,138,8,390,Current
2025-01-01,138,9,638,Current
2025-01-01,138,10,608,Current
2025-01-01,138,11,463,Current
2025-01-01,138,12,419,Current
2025-01-01,138,13,260,Current
2025-01-01,138,14,331,Current
2025-01-01,138,15,311,Current
2025-01-01,140,1,643,Current
2025-01-01,140,2,407,Current
2025-01-01,140,3,478,Current
2025-01-01,140,4,583,Current
2025-01-01,140,5,283,Current
2025-01-01,140,6,323,Current
2025-01-01,140,7,294,Current
2025-01-01,140,8,429,Current
2025-01-01,140,9,653,Current
2025-01-01,140,10,493,Current
2025-01-01,140,11,523,Current
2025-01-01,140,12,436,Current
2025-01-01,140,13,313,Current
2025-01-01,140,14,403,Current
2025-01-01,140,15,301,Current
2025-02-01,101,1,3074,Current
2025-02-01,101,2,603,Current
2025-02-01,101,3,1205,Current
2025-02-01,101,4,1272,Current
2025-02-01,101,5,654,Current
2025-02-01,101,6,769,Current
2025-02-01,101,7,691,Current
2025-02-01,101,8,797,Current
2025-02-01,101,9,1504,Current
2025-02-01,101,10,1158,Current
2025-02-01,101,11,1113,Current
2025-02-01,101,12,1083,Current
2025-02-01,101,13,546,Current
2025-02-01,101,14,903,Current
2025-02-01,101,15,748,Current
2025-02-01,102,1,1591,Current
2025-02-01,102,2,991,Current
2025-02-01,102,3,1022,Current
2025-02-01,102,4,1028,Current
2025-02-01,102,5,556,Current
2025-02-01,102,6,815,Current
2025-02-01,102,7,677,Current
2025-02-01,102,8,780,Current
2025-02-01,102,9,1295,Current
2025-02-01,102,10,1045,Current
2025-02-01,102,11,1494,Current
2025-02-01,102,12,1223,Current
2025-02-01,102,13,486,Current
2025-02-01,102,14,769,Current
2025-02-01,102,15,635,Current
2025-02-01,103,1,1446,Current
2025-02-01,103,2,653,Current
2025-02-01,103,3,886,Current
2025-02-01,103,4,1110,Current
2025-02-01,103,5,580,Current
2025-02-01,103,6,755,Current
2025-02-01,103,7,669,Current
2025-02-01,103,8,682,Current
2025-02-01,103,9,1153,Current
2025-02-01,103,10,1050,Current
2025-02-01,103,11,1829,Current
2025-02-01,103,12,820,Current
2025-02-01,103,13,674,Current
2025-02-01,103,14,649,Current
2025-02-01,103,15,619,Current
2025-02-01,104,1,1703,Current
2025-02-01,104,2,734,Current
2025-02-01,104,3,909,Current
2025-02-01,104,4,930,Current
2025-02-01,104,5,736,Current
2025-02-01,104,6,783,Current
2025-02-01,104,7,535,Current
2025-02-01,104,8,756,Current
2025-02-01,104,9,1576,Current
2025-02-01,104,10,956,Current
2025-02-01,104,11,941,Current
2025-02-01,104,12,1209,Current
2025-02-01,104,13,475,Current
2025-02-01,104,14,794,Current
2025-02-01,104,15,577,Current
2025-02-01,105,1,1284,Current
2025-02-01,105,2,651,Current
2025-02-01,105,3,1043,Current
2025-02-01,105,4,896,Current
2025-02-01,105,5,561,Current
2025-02-01,105,6,647,Current
2025-02-01,105,7,774,Current
2025-02-01,105,8,686,Current
2025-02-01,105,9,1195,Current
2025-02-01,105,10,761,Current
2025-02-01,105,11,1110,Current
2025-02-01,105,12,932,Current
2025-02-01,105,13,376,Current
2025-02-01,105,14,726,Current
2025-02-01,105,15,585,Current
2025-02-01,106,1,1125,Current
2025-02-01,106,2,850,Current
2025-02-01,106,3,686,Current
2025-02-01,106,4,904,Current
2025-02-01,106,5,513,Current
2025-02-01,106,6,563,Current
2025-02-01,106,7,566,Current
2025-02-01,106,8,662,Current
2025-02-01,106,9,1111,Current
2025-02-01,106,10,892,Current
2025-02-01,106,11,996,Current
2025-02-01,106,12,969,Current
2025-02-01,106,13,338,Current
2025-02-01,106,14,620,Current
2025-02-01,106,15,611,Current
2025-02-01,108,1,1626,Current
2025-02-01,108,2,739,Current
2025-02-01,108,3,1021,Current
2025-02-01,108,4,1037,Current
2025-02-01,108,5,601,Current
2025-02-01,108,6,632,Current
2025-02-01,108,7,616,Current
2025-02-01,108,8,820,Current
2025-02-01,108,9,1180,Current
2025-02-01,108,10,962,Current
2025-02-01,108,11,1146,Current
2025-02-01,108,12,820,Current
2025-02-01,108,13,416,Current
2025-02-01,108,14,719,Current
2025-02-01,108,15,1009,Current
2025-02-01,109,1,1093,Current
2025-02-01,109,2,422,Current
2025-02-01,109,3,597,Current
2025-02-01,109,4,1159,Current
2025-02-01,109,5,393,Current
2025-02-01,109,6,533,Current
2025-02-01,109,7,390,Current
2025-02-01,109,8,497,Current
2025-02-01,109,9,795,Current
2025-02-01,109,10,897,Current
2025-02-01,109,11,669,Current
2025-02-01,109,12,598,Current
2025-02-01,109,13,294,Current
2025-02-01,109,14,585,Current
2025-02-01,109,15,421,Current
2025-02-01,110,1,1727,Current
2025-02-01,110,2,448,Current
2025-02-01,110,3,751,Current
2025-02-01,110,4,750,Current
2025-02-01,110,5,327,Current
2025-02-01,110,6,411,Current
2025-02-01,110,7,363,Current
2025-02-01,110,8,444,Current
2025-02-01,110,9,879,Current
2025-02-01,110,10,1499,Current
2025-02-01,110,11,701,Current
2025-02-01,110,12,598,Current
2025-02-01,110,13,301,Current
2025-02-01,110,14,916,Current
2025-02-01,110,15,349,Current
2025-02-01,111,1,1183,Current
2025-02-01,111,2,841,Current
2025-02-01,111,3,824,Current
2025-02-01,111,4,1329,Current
2025-02-01,111,5,478,Current
2025-02-01,111,6,962,Current
2025-02-01,111,7,390,Current
2025-02-01,111,8,590,Current
2025-02-01,111,9,936,Current
2025-02-01,111,10,786,Current
2025-02-01,111,11,711,Current
2025-02-01,111,12,686,Current
2025-02-01,111,13,561,Current
2025-02-01,111,14,581,Current
2025-02-01,111,15,421,Current
2025-02-01,112,1,1064,Current
2025-02-01,112,2,1311,Current
2025-02-01,112,3,844,Current
2025-02-01,112,4,895,Current
2025-02-01,112,5,1025,Current
2025-02-01,112,6,429,Current
2025-02-01,112,7,474,Current
2025-02-01,112,8,1814,Current
2025-02-01,112,9,1159,Current
2025-02-01,112,10,814,Current
2025-02-01,112,11,730,Current
2025-02-01,112,12,640,Current
2025-02-01,112,13,304,Current
2025-02-01,112,14,516,Current
2025-02-01,112,15,421,Current
2025-02-01,113,1,1824,Current
2025-02-01,113,2,1088,Current
2025-02-01,113,3,746,Current
2025-02-01,113,4,706,Current
2025-02-01,113,5,862,Current
2025-02-01,113,6,507,Current
2025-02-01,113,7,418,Current
2025-02-01,113,8,460,Current
2025-02-01,113,9,1077,Current
2025-02-01,113,10,814,Current
2025-02-01,113,11,1186,Current
2025-02-01,113,12,536,Current
2025-02-01,113,13,340,Current
2025-02-01,113,14,516,Current
2025-02-01,113,15,421,Current
2025-02-01,114,1,995,Current
2025-02-01,114,2,626,Current
2025-02-01,114,3,885,Current
2025-02-01,114,4,686,Current
2025-02-01,114,5,663,Current
2025-02-01,114,6,467,Current
2025-02-01,114,7,347,Current
2025-02-01,114,8,474,Current
2025-02-01,114,9,960,Current
2025-02-01,114,10,748,Current
2025-02-01,114,11,677,Current
2025-02-01,114,12,598,Current
2025-02-01,114,13,387,Current
2025-02-01,114,14,1118,Current
2025-02-01,114,15,512,Current
2025-02-01,116,1,1969,Current
2025-02-01,116,2,536,Current
2025-02-01,116,3,614,Current
2025-02-01,116,4,619,Current
2025-02-01,116,5,380,Current
2025-02-01,116,6,402,Current
2025-02-01,116,7,798,Current
2025-02-01,116,8,502,Current
2025-02-01,116,9,896,Current
2025-02-01,116,10,660,Current
2025-02-01,116,11,787,Current
2025-02-01,116,12,637,Current
2025-02-01,116,13,311,Current
2025-02-01,116,14,436,Current
2025-02-01,116,15,421,Current
2025-02-01,117,1,882,Current
2025-02-01,117,2,297,Current
2025-02-01,117,3,444,Current
2025-02-01,117,4,549,Current
2025-02-01,117,5,228,Current
2025-02-01,117,6,286,Current
2025-02-01,117,7,312,Current
2025-02-01,117,8,329,Current
2025-02-01,117,9,856,Current
2025-02-01,117,10,581,Current
2025-02-01,117,11,598,Current
2025-02-01,117,12,387,Current
2025-02-01,117,13,282,Current
2025-02-01,117,14,387,Current
2025-02-01,117,15,303,Current
2025-02-01,118,1,787,Current
2025-02-01,118,2,357,Current
2025-02-01,118,3,466,Current
2025-02-01,118,4,489,Current
2025-02-01,118,5,298,Current
2025-02-01,118,6,492,Current
2025-02-01,118,7,242,Current
2025-02-01,118,8,329,Current
2025-02-01,118,9,594,Current
2025-02-01,118,10,548,Current
2025-02-01,118,11,520,Current
2025-02-01,118,12,415,Current
2025-02-01,118,13,218,Current
2025-02-01,118,14,366,Current
2025-02-01,118,15,270,Current
2025-02-01,119,1,789,Current
2025-02-01,119,2,315,Current
2025-02-01,119,3,498,Current
2025-02-01,119,4,514,Current
2025-02-01,119,5,259,Current
2025-02-01,119,6,324,Current
2025-02-01,119,7,243,Current
2025-02-01,119,8,356,Current
2025-02-01,119,9,586,Current
2025-02-01,119,10,493,Current
2025-02-01,119,11,473,Current
2025-02-01,119,12,508,Current
2025-02-01,119,13,268,Current
2025-02-01,119,14,353,Current
2025-02-01,119,15,351,Current
2025-02-01,120,1,682,Current
2025-02-01,120,2,307,Current
2025-02-01,120,3,469,Current
2025-02-01,120,4,499,Current
2025-02-01,120,5,308,Current
2025-02-01,120,6,519,Current
2025-02-01,120,7,250,Current
2025-02-01,120,8,503,Current
2025-02-01,120,9,634,Current
2025-02-01,120,10,547,Current
2025-02-01,120,11,486,Current
2025-02-01,120,12,417,Current
2025-02-01,120,13,243,Current
2025-02-01,120,14,367,Current
2025-02-01,120,15,317,Current
2025-02-01,121,1,690,Current
2025-02-01,121,2,302,Current
2025-02-01,121,3,460,Current
2025-02-01,121,4,509,Current
2025-02-01,121,5,306,Current
2025-02-01,121,6,636,Current
2025-02-01,121,7,317,Current
2025-02-01,121,8,413,Current
2025-02-01,121,9,716,Current
2025-02-01,121,10,685,Current
2025-02-01,121,11,611,Current
2025-02-01,121,12,606,Current
2025-02-01,121,13,513,Current
2025-02-01,121,14,374,Current
2025-02-01,121,15,431,Current
2025-02-01,122,1,690,Current
2025-02-01,122,2,349,Current
2025-02-01,122,3,460,Current
2025-02-01,122,4,667,Current
2025-02-01,122,5,333,Current
2025-02-01,122,6,360,Current
2025-02-01,122,7,304,Current
2025-02-01,122,8,570,Current
2025-02-01,122,9,604,Current
2025-02-01,122,10,484,Current
2025-02-01,122,11,567,Current
2025-02-01,122,12,422,Current
2025-02-01,122,13,353,Current
2025-02-01,122,14,393,Current
2025-02-01,122,15,273,Current
2025-02-01,124,1,717,Current
2025-02-01,124,2,372,Current
2025-02-01,124,3,406,Current
2025-02-01,124,4,473,Current
2025-02-01,124,5,324,Current
2025-02-01,124,6,365,Current
2025-02-01,124,7,270,Current
2025-02-01,124,8,304,Current
2025-02-01,124,9,577,Current
2025-02-01,124,10,990,Current
2025-02-01,124,11,523,Current
2025-02-01,124,12,547,Current
2025-02-01,124,13,211,Current
2025-02-01,124,14,337,Current
2025-02-01,124,15,243,Current
2025-02-01,125,1,573,Current
2025-02-01,125,2,256,Current
2025-02-01,125,3,398,Current
2025-02-01,125,4,410,Current
2025-02-01,125,5,174,Current
2025-02-01,125,6,262,Current
2025-02-01,125,7,188,Current
2025-02-01,125,8,225,Current
2025-02-01,125,9,540,Current
2025-02-01,125,10,411,Current
2025-02-01,125,11,370,Current
2025-02-01,125,12,296,Current
2025-02-01,125,13,173,Current
2025-02-01,125,14,313,Current
2025-02-01,125,15,244,Current
2025-02-01,126,1,594,Current
2025-02-01,126,2,228,Current
2025-02-01,126,3,400,Current
2025-02-01,126,4,438,Current
2025-02-01,126,5,242,Current
2025-02-01,126,6,236,Current
2025-02-01,126,7,224,Current
2025-02-01,126,8,283,Current
2025-02-01,126,9,506,Current
